Round0, ROCAUC0.438871473354, LOGLOSS0.690558615327, F1 MACRO0.430199430199, F1 POS0.230769230769, ACCURACY0.5, PRECISION0.44, RECALL0.429467084639
Round1, ROCAUC0.30291005291, LOGLOSS0.687259606287, F1 MACRO0.37037037037, F1 POS0.0740740740741, ACCURACY0.509803921569, PRECISION0.406565656566, RECALL0.353174603175
Round2, ROCAUC0.386160714286, LOGLOSS0.695542768321, F1 MACRO0.417647058824, F1 POS0.1, ACCURACY0.590909090909, PRECISION0.4375, RECALL0.477678571429
Round3, ROCAUC0.476080246914, LOGLOSS0.698623446857, F1 MACRO0.433333333333, F1 POS0.333333333333, ACCURACY0.450980392157, PRECISION0.455555555556, RECALL0.462962962963
Round4, ROCAUC0.272448979592, LOGLOSS0.724142999065, F1 MACRO0.326982720425, F1 POS0.162162162162, ACCURACY0.367346938776, PRECISION0.353678929766, RECALL0.321428571429
Round5, ROCAUC0.574404761905, LOGLOSS0.692450138106, F1 MACRO0.580121703854, F1 POS0.689655172414, ACCURACY0.608695652174, PRECISION0.584615384615, RECALL0.598214285714
Round6, ROCAUC0.678191489362, LOGLOSS0.608115375584, F1 MACRO0.547754585705, F1 POS0.235294117647, ACCURACY0.763636363636, PRECISION0.545893719807, RECALL0.550531914894
Round7, ROCAUC0.634146341463, LOGLOSS0.547238018284, F1 MACRO0.692810457516, F1 POS0.444444444444, ACCURACY0.893617021277, PRECISION0.787878787879, RECALL0.654471544715
Round8, ROCAUC0.751428571429, LOGLOSS0.590874026881, F1 MACRO0.659090909091, F1 POS0.5, ACCURACY0.733333333333, PRECISION0.649769585253, RECALL0.685714285714
Round9, ROCAUC0.486896551724, LOGLOSS0.71709038262, F1 MACRO0.533033552404, F1 POS0.489795918367, ACCURACY0.537037037037, PRECISION0.533333333333, RECALL0.533103448276
Round10, ROCAUC0.359259259259, LOGLOSS0.69031171004, F1 MACRO0.366883116883, F1 POS0.0909090909091, ACCURACY0.487179487179, PRECISION0.384615384615, RECALL0.355555555556
Round11, ROCAUC0.313725490196, LOGLOSS0.688066089383, F1 MACRO0.434782608696, F1 POS0.0, ACCURACY0.769230769231, PRECISION0.487804878049, RECALL0.392156862745
Round12, ROCAUC0.537337662338, LOGLOSS0.720098749399, F1 MACRO0.376114081996, F1 POS0.176470588235, ACCURACY0.44, PRECISION0.465909090909, RECALL0.48538961039
Round13, ROCAUC0.483333333333, LOGLOSS0.726888755146, F1 MACRO0.239655172414, F1 POS0.1, ACCURACY0.265306122449, PRECISION0.450854700855, RECALL0.372222222222
Round14, ROCAUC0.510382513661, LOGLOSS0.583531110302, F1 MACRO0.521678321678, F1 POS0.181818181818, ACCURACY0.763157894737, PRECISION0.548654244306, RECALL0.525683060109
Round15, ROCAUC0.516883116883, LOGLOSS0.680726911648, F1 MACRO0.514935064935, F1 POS0.672727272727, ACCURACY0.566265060241, PRECISION0.514935064935, RECALL0.514935064935
Round16, ROCAUC0.612685560054, LOGLOSS0.708412501216, F1 MACRO0.457364341085, F1 POS0.333333333333, ACCURACY0.485714285714, PRECISION0.54079058032, RECALL0.565452091768
Round17, ROCAUC0.503095975232, LOGLOSS0.714292121383, F1 MACRO0.397727272727, F1 POS0.545454545455, ACCURACY0.433962264151, PRECISION0.608156028369, RECALL0.547213622291
Round18, ROCAUC0.52734375, LOGLOSS0.699253525871, F1 MACRO0.497023809524, F1 POS0.535714285714, ACCURACY0.5, PRECISION0.552083333333, RECALL0.546875
Round19, ROCAUC0.697142857143, LOGLOSS0.672938201672, F1 MACRO0.652024708305, F1 POS0.58064516129, ACCURACY0.666666666667, PRECISION0.651069518717, RECALL0.661428571429
Round20, ROCAUC0.405723905724, LOGLOSS0.70203471885, F1 MACRO0.383064516129, F1 POS0.25, ACCURACY0.411764705882, PRECISION0.389498432602, RECALL0.381313131313
Round21, ROCAUC0.480359147026, LOGLOSS0.697535549601, F1 MACRO0.387933547071, F1 POS0.520547945205, ACCURACY0.416666666667, PRECISION0.420807453416, RECALL0.442760942761
Round22, ROCAUC0.526054590571, LOGLOSS0.693458866655, F1 MACRO0.413235294118, F1 POS0.65, ACCURACY0.508771929825, PRECISION0.740740740741, RECALL0.548387096774
Round23, ROCAUC0.612699747687, LOGLOSS0.678291795935, F1 MACRO0.544740973312, F1 POS0.681318681319, ACCURACY0.585714285714, PRECISION0.56, RECALL0.550462573591
Round24, ROCAUC0.548476454294, LOGLOSS0.694900430347, F1 MACRO0.496864111498, F1 POS0.536585365854, ACCURACY0.5, PRECISION0.5, RECALL0.5
Round25, ROCAUC0.505555555556, LOGLOSS0.689206902857, F1 MACRO0.533333333333, F1 POS0.666666666667, ACCURACY0.571428571429, PRECISION0.544685990338, RECALL0.538541666667
Round26, ROCAUC0.597953216374, LOGLOSS0.680792101332, F1 MACRO0.614583333333, F1 POS0.666666666667, ACCURACY0.621621621622, PRECISION0.625776397516, RECALL0.618421052632
Round27, ROCAUC0.584745762712, LOGLOSS0.600120297716, F1 MACRO0.427536231884, F1 POS0.0, ACCURACY0.746835443038, PRECISION0.373417721519, RECALL0.5
Round28, ROCAUC0.559659090909, LOGLOSS0.695005531921, F1 MACRO0.395021645022, F1 POS0.409090909091, ACCURACY0.395348837209, PRECISION0.536363636364, RECALL0.534090909091
