Round0, ROCAUC0.470219435737, LOGLOSS0.707236478478, F1 MACRO0.466666666667, F1 POS0.333333333333, ACCURACY0.5, PRECISION0.488721804511, RECALL0.485893416928
Round1, ROCAUC0.37037037037, LOGLOSS0.661906220749, F1 MACRO0.420454545455, F1 POS0.0909090909091, ACCURACY0.607843137255, PRECISION0.433198380567, RECALL0.412698412698
Round2, ROCAUC0.571428571429, LOGLOSS0.690425539559, F1 MACRO0.598958333333, F1 POS0.416666666667, ACCURACY0.681818181818, PRECISION0.659722222222, RECALL0.602678571429
Round3, ROCAUC0.466049382716, LOGLOSS0.712649526549, F1 MACRO0.412828947368, F1 POS0.263157894737, ACCURACY0.450980392157, PRECISION0.452272727273, RECALL0.467592592593
Round4, ROCAUC0.5, LOGLOSS0.693147182465, F1 MACRO0.222222222222, F1 POS0.444444444444, ACCURACY0.285714285714, PRECISION0.142857142857, RECALL0.5
Round5, ROCAUC0.549107142857, LOGLOSS0.679645969816, F1 MACRO0.510869565217, F1 POS0.673913043478, ACCURACY0.565217391304, PRECISION0.512272727273, RECALL0.513392857143
Round6, ROCAUC0.460106382979, LOGLOSS0.702210129391, F1 MACRO0.356725146199, F1 POS0.157894736842, ACCURACY0.418181818182, PRECISION0.45, RECALL0.400265957447
Round7, ROCAUC0.646341463415, LOGLOSS0.57916527289, F1 MACRO0.505263157895, F1 POS0.210526315789, ACCURACY0.68085106383, PRECISION0.518099547511, RECALL0.532520325203
Round8, ROCAUC0.638571428571, LOGLOSS0.639085685545, F1 MACRO0.55, F1 POS0.3, ACCURACY0.688888888889, PRECISION0.55, RECALL0.55
Round9, ROCAUC0.594482758621, LOGLOSS0.688517876245, F1 MACRO0.512781954887, F1 POS0.368421052632, ACCURACY0.555555555556, PRECISION0.549718574109, RECALL0.536551724138
Round10, ROCAUC0.512962962963, LOGLOSS0.687007011511, F1 MACRO0.529310344828, F1 POS0.3, ACCURACY0.641025641026, PRECISION0.529220779221, RECALL0.533333333333
Round11, ROCAUC0.21568627451, LOGLOSS0.67382029272, F1 MACRO0.402298850575, F1 POS0.0, ACCURACY0.673076923077, PRECISION0.486111111111, RECALL0.343137254902
Round12, ROCAUC0.534090909091, LOGLOSS0.705487272739, F1 MACRO0.406593406593, F1 POS0.228571428571, ACCURACY0.46, PRECISION0.506644518272, RECALL0.503246753247
Round13, ROCAUC0.577777777778, LOGLOSS0.684664368629, F1 MACRO0.382465753425, F1 POS0.08, ACCURACY0.530612244898, PRECISION0.470238095238, RECALL0.402777777778
Round14, ROCAUC0.468852459016, LOGLOSS0.662600852157, F1 MACRO0.437037037037, F1 POS0.0740740740741, ACCURACY0.671052631579, PRECISION0.432291666667, RECALL0.443169398907
Round15, ROCAUC0.491558441558, LOGLOSS0.708336143249, F1 MACRO0.466756312565, F1 POS0.556701030928, ACCURACY0.481927710843, PRECISION0.479965156794, RECALL0.477597402597
Round16, ROCAUC0.508771929825, LOGLOSS0.85267347438, F1 MACRO0.194392132245, F1 POS0.320987654321, ACCURACY0.214285714286, PRECISION0.595588235294, RECALL0.517543859649
Round17, ROCAUC0.503095975232, LOGLOSS0.708603890437, F1 MACRO0.46231884058, F1 POS0.533333333333, ACCURACY0.471698113208, PRECISION0.57012195122, RECALL0.553405572755
Round18, ROCAUC0.6140625, LOGLOSS0.711641606803, F1 MACRO0.464735036218, F1 POS0.55737704918, ACCURACY0.480769230769, PRECISION0.570953436807, RECALL0.55
Round19, ROCAUC0.652857142857, LOGLOSS0.691384633382, F1 MACRO0.51153592617, F1 POS0.536585365854, ACCURACY0.512820512821, PRECISION0.578703703704, RECALL0.572857142857
Round20, ROCAUC0.518518518519, LOGLOSS0.681128117384, F1 MACRO0.433333333333, F1 POS0.2, ACCURACY0.529411764706, PRECISION0.432692307692, RECALL0.44696969697
Round21, ROCAUC0.498316498316, LOGLOSS0.699638651808, F1 MACRO0.52, F1 POS0.6, ACCURACY0.533333333333, PRECISION0.567715458276, RECALL0.555555555556
Round22, ROCAUC0.63523573201, LOGLOSS0.691795972356, F1 MACRO0.460810810811, F1 POS0.621621621622, ACCURACY0.508771929825, PRECISION0.572916666667, RECALL0.539081885856
Round23, ROCAUC0.500420521447, LOGLOSS0.710776410358, F1 MACRO0.445989304813, F1 POS0.564705882353, ACCURACY0.471428571429, PRECISION0.445804195804, RECALL0.447855340622
