Round0, ROCAUC0.481191222571, LOGLOSS0.675811764598, F1 MACRO0.482312338223, F1 POS0.210526315789, ACCURACY0.625, PRECISION0.484375, RECALL0.487460815047
Round1, ROCAUC0.396825396825, LOGLOSS0.678413974304, F1 MACRO0.420454545455, F1 POS0.0909090909091, ACCURACY0.607843137255, PRECISION0.433198380567, RECALL0.412698412698
Round2, ROCAUC0.40625, LOGLOSS0.684007239613, F1 MACRO0.36231884058, F1 POS0.0, ACCURACY0.568181818182, PRECISION0.30487804878, RECALL0.446428571429
Round3, ROCAUC0.525462962963, LOGLOSS0.713831285051, F1 MACRO0.47380952381, F1 POS0.380952380952, ACCURACY0.490196078431, PRECISION0.502777777778, RECALL0.502314814815
Round4, ROCAUC0.424489795918, LOGLOSS0.708710828606, F1 MACRO0.369485294118, F1 POS0.176470588235, ACCURACY0.428571428571, PRECISION0.385344827586, RECALL0.364285714286
Round5, ROCAUC0.587797619048, LOGLOSS0.681178651858, F1 MACRO0.584722222222, F1 POS0.711111111111, ACCURACY0.623188405797, PRECISION0.584656084656, RECALL0.595238095238
Round6, ROCAUC0.436170212766, LOGLOSS0.67376045097, F1 MACRO0.484605087015, F1 POS0.222222222222, ACCURACY0.618181818182, PRECISION0.509502923977, RECALL0.517287234043
Round7, ROCAUC0.55487804878, LOGLOSS0.660331234019, F1 MACRO0.639649507119, F1 POS0.363636363636, ACCURACY0.851063829787, PRECISION0.652380952381, RECALL0.630081300813
Round8, ROCAUC0.625714285714, LOGLOSS0.616306422816, F1 MACRO0.566345441067, F1 POS0.315789473684, ACCURACY0.711111111111, PRECISION0.569444444444, RECALL0.564285714286
Round9, ROCAUC0.52, LOGLOSS0.705433168897, F1 MACRO0.578125, F1 POS0.5, ACCURACY0.592592592593, PRECISION0.589473684211, RECALL0.582068965517
Round10, ROCAUC0.785185185185, LOGLOSS0.681364421661, F1 MACRO0.736740597878, F1 POS0.588235294118, ACCURACY0.820512820513, PRECISION0.747983870968, RECALL0.727777777778
Round11, ROCAUC0.352941176471, LOGLOSS0.673232737642, F1 MACRO0.458333333333, F1 POS0.0, ACCURACY0.846153846154, PRECISION0.488888888889, RECALL0.43137254902
Round12, ROCAUC0.423701298701, LOGLOSS0.696573537588, F1 MACRO0.275362318841, F1 POS0.0, ACCURACY0.38, PRECISION0.202127659574, RECALL0.431818181818
Round13, ROCAUC0.705555555556, LOGLOSS0.688176728025, F1 MACRO0.423529411765, F1 POS0.2, ACCURACY0.510204081633, PRECISION0.535953177258, RECALL0.619444444444
Round14, ROCAUC0.657923497268, LOGLOSS0.52318504688, F1 MACRO0.604166666667, F1 POS0.333333333333, ACCURACY0.789473684211, PRECISION0.640132669983, RECALL0.592349726776
Round15, ROCAUC0.483116883117, LOGLOSS0.72787721868, F1 MACRO0.41958041958, F1 POS0.454545454545, ACCURACY0.421686746988, PRECISION0.45303030303, RECALL0.449675324675
Round16, ROCAUC0.579622132254, LOGLOSS0.673458829096, F1 MACRO0.537391304348, F1 POS0.24, ACCURACY0.728571428571, PRECISION0.538793103448, RECALL0.536437246964
Round17, ROCAUC0.589783281734, LOGLOSS0.695947737064, F1 MACRO0.547008547009, F1 POS0.555555555556, ACCURACY0.547169811321, PRECISION0.603174603175, RECALL0.600619195046
Round18, ROCAUC0.68671875, LOGLOSS0.691134365705, F1 MACRO0.514744307577, F1 POS0.561403508772, ACCURACY0.519230769231, PRECISION0.582882882883, RECALL0.571875
Round19, ROCAUC0.647142857143, LOGLOSS0.686142417101, F1 MACRO0.553535353535, F1 POS0.622222222222, ACCURACY0.564102564103, PRECISION0.725806451613, RECALL0.66
Round20, ROCAUC0.53367003367, LOGLOSS0.682132826132, F1 MACRO0.513402998637, F1 POS0.322580645161, ACCURACY0.588235294118, PRECISION0.521255060729, RECALL0.517676767677
Round21, ROCAUC0.477553310887, LOGLOSS0.711023360988, F1 MACRO0.451428571429, F1 POS0.542857142857, ACCURACY0.466666666667, PRECISION0.485636114911, RECALL0.488215488215
Round22, ROCAUC0.577543424318, LOGLOSS0.692822902872, F1 MACRO0.518831168831, F1 POS0.628571428571, ACCURACY0.543859649123, PRECISION0.596153846154, RECALL0.5682382134
Round23, ROCAUC0.485281749369, LOGLOSS0.712425817762, F1 MACRO0.449300699301, F1 POS0.590909090909, ACCURACY0.485714285714, PRECISION0.450508788159, RECALL0.455004205214
Round24, ROCAUC0.538781163435, LOGLOSS0.708896270708, F1 MACRO0.491190979563, F1 POS0.558139534884, ACCURACY0.5, PRECISION0.5, RECALL0.5
Round25, ROCAUC0.467708333333, LOGLOSS0.699023327657, F1 MACRO0.446258503401, F1 POS0.647619047619, ACCURACY0.519480519481, PRECISION0.459803921569, RECALL0.471527777778
Round26, ROCAUC0.608187134503, LOGLOSS0.681266834607, F1 MACRO0.567251461988, F1 POS0.555555555556, ACCURACY0.567567567568, PRECISION0.569117647059, RECALL0.568713450292
Round27, ROCAUC0.5, LOGLOSS0.638394355397, F1 MACRO0.419117647059, F1 POS0.0, ACCURACY0.721518987342, PRECISION0.37012987013, RECALL0.483050847458
Round28, ROCAUC0.616477272727, LOGLOSS0.70542679831, F1 MACRO0.27036199095, F1 POS0.423076923077, ACCURACY0.302325581395, PRECISION0.634146341463, RECALL0.53125
Round29, ROCAUC0.461956521739, LOGLOSS0.730717012807, F1 MACRO0.266629711752, F1 POS0.0454545454545, ACCURACY0.333333333333, PRECISION0.294491525424, RECALL0.447282608696
Round30, ROCAUC0.480158730159, LOGLOSS0.619709906883, F1 MACRO0.573412698413, F1 POS0.285714285714, ACCURACY0.767441860465, PRECISION0.573412698413, RECALL0.573412698413
Round31, ROCAUC0.576462297393, LOGLOSS0.680296871615, F1 MACRO0.473846153846, F1 POS0.307692307692, ACCURACY0.526315789474, PRECISION0.491228070175, RECALL0.493305144468
Round32, ROCAUC0.457482993197, LOGLOSS0.65784425182, F1 MACRO0.522727272727, F1 POS0.25, ACCURACY0.678571428571, PRECISION0.530434782609, RECALL0.52380952381
Round33, ROCAUC0.574074074074, LOGLOSS0.606728811536, F1 MACRO0.454255319149, F1 POS0.1, ACCURACY0.684210526316, PRECISION0.504411764706, RECALL0.518518518519
Round34, ROCAUC0.330929487179, LOGLOSS0.680896050617, F1 MACRO0.479792361884, F1 POS0.206896551724, ACCURACY0.622950819672, PRECISION0.482638888889, RECALL0.479967948718
Round35, ROCAUC0.517399267399, LOGLOSS0.72062938344, F1 MACRO0.399694014152, F1 POS0.481927710843, ACCURACY0.41095890411, PRECISION0.615835777126, RECALL0.572344322344
Round36, ROCAUC0.671111111111, LOGLOSS0.674433140801, F1 MACRO0.653846153846, F1 POS0.653846153846, ACCURACY0.653846153846, PRECISION0.654814814815, RECALL0.654814814815
Round37, ROCAUC0.456, LOGLOSS0.623551889108, F1 MACRO0.48, F1 POS0.16, ACCURACY0.676923076923, PRECISION0.481818181818, RECALL0.486666666667
Round38, ROCAUC0.568405139834, LOGLOSS0.650234479653, F1 MACRO0.418579234973, F1 POS0.0666666666667, ACCURACY0.631578947368, PRECISION0.488584474886, RECALL0.498110355253
Round39, ROCAUC0.471726190476, LOGLOSS0.695708398883, F1 MACRO0.504334121355, F1 POS0.63829787234, ACCURACY0.540540540541, PRECISION0.515734265734, RECALL0.513392857143
Round40, ROCAUC0.632653061224, LOGLOSS0.684099329435, F1 MACRO0.48, F1 POS0.4, ACCURACY0.492307692308, PRECISION0.544871794872, RECALL0.558035714286
Round41, ROCAUC0.565517241379, LOGLOSS0.668103077232, F1 MACRO0.508246225319, F1 POS0.292682926829, ACCURACY0.602739726027, PRECISION0.519639934534, RECALL0.527586206897
Round42, ROCAUC0.601851851852, LOGLOSS0.667291240967, F1 MACRO0.411121524524, F1 POS0.121212121212, ACCURACY0.553846153846, PRECISION0.454802259887, RECALL0.48440545809
Round43, ROCAUC0.44375, LOGLOSS0.714029967108, F1 MACRO0.34328358209, F1 POS0.0, ACCURACY0.522727272727, PRECISION0.267441860465, RECALL0.479166666667
