Round0, ROCAUC0.470219435737, LOGLOSS0.661649290472, F1 MACRO0.451170298628, F1 POS0.190476190476, ACCURACY0.575, PRECISION0.45, RECALL0.452978056426
Round1, ROCAUC0.436507936508, LOGLOSS0.671197568669, F1 MACRO0.432186234818, F1 POS0.153846153846, ACCURACY0.56862745098, PRECISION0.455882352941, RECALL0.43253968254
Round2, ROCAUC0.345982142857, LOGLOSS0.732076031918, F1 MACRO0.333333333333, F1 POS0.0, ACCURACY0.5, PRECISION0.289473684211, RECALL0.392857142857
Round3, ROCAUC0.432098765432, LOGLOSS0.763698979336, F1 MACRO0.367852858856, F1 POS0.243902439024, ACCURACY0.392156862745, PRECISION0.381274131274, RECALL0.405092592593
Round4, ROCAUC0.594897959184, LOGLOSS0.685825648356, F1 MACRO0.544085068675, F1 POS0.432432432432, ACCURACY0.571428571429, PRECISION0.558528428094, RECALL0.571428571429
Round5, ROCAUC0.503968253968, LOGLOSS0.704250482545, F1 MACRO0.549216027875, F1 POS0.634146341463, ACCURACY0.565217391304, PRECISION0.568067226891, RECALL0.580357142857
Round6, ROCAUC0.571808510638, LOGLOSS0.662364787405, F1 MACRO0.467054263566, F1 POS0.166666666667, ACCURACY0.636363636364, PRECISION0.485576923077, RECALL0.476063829787
Round7, ROCAUC0.556910569106, LOGLOSS0.563753828089, F1 MACRO0.59011627907, F1 POS0.25, ACCURACY0.872340425532, PRECISION0.694444444444, RECALL0.571138211382
Round8, ROCAUC0.631428571429, LOGLOSS0.626522182094, F1 MACRO0.603174603175, F1 POS0.444444444444, ACCURACY0.666666666667, PRECISION0.605042016807, RECALL0.642857142857
Round9, ROCAUC0.484827586207, LOGLOSS0.692280985691, F1 MACRO0.5125, F1 POS0.458333333333, ACCURACY0.518518518519, PRECISION0.51332398317, RECALL0.513103448276
Round10, ROCAUC0.507407407407, LOGLOSS0.59596405121, F1 MACRO0.426470588235, F1 POS0.0, ACCURACY0.74358974359, PRECISION0.381578947368, RECALL0.483333333333
Round11, ROCAUC0.450980392157, LOGLOSS0.589489993568, F1 MACRO0.458333333333, F1 POS0.0, ACCURACY0.846153846154, PRECISION0.488888888889, RECALL0.43137254902
Round12, ROCAUC0.521103896104, LOGLOSS0.721656104326, F1 MACRO0.450549450549, F1 POS0.285714285714, ACCURACY0.5, PRECISION0.589700996678, RECALL0.543831168831
Round13, ROCAUC0.433333333333, LOGLOSS0.737698574455, F1 MACRO0.266153187848, F1 POS0.146341463415, ACCURACY0.285714285714, PRECISION0.498873873874, RECALL0.497222222222
Round14, ROCAUC0.583606557377, LOGLOSS0.656218240136, F1 MACRO0.568867710461, F1 POS0.358974358974, ACCURACY0.671052631579, PRECISION0.56891025641, RECALL0.593989071038
Round15, ROCAUC0.447402597403, LOGLOSS0.719808255333, F1 MACRO0.392350216644, F1 POS0.494845360825, ACCURACY0.409638554217, PRECISION0.407665505226, RECALL0.396753246753
Round16, ROCAUC0.651821862348, LOGLOSS0.642442003318, F1 MACRO0.642857142857, F1 POS0.428571428571, ACCURACY0.771428571429, PRECISION0.636363636364, RECALL0.651821862348
Round17, ROCAUC0.478328173375, LOGLOSS0.770578174096, F1 MACRO0.343653250774, F1 POS0.529411764706, ACCURACY0.396226415094, PRECISION0.558673469388, RECALL0.517801857585
Round18, ROCAUC0.63359375, LOGLOSS0.695658694093, F1 MACRO0.497023809524, F1 POS0.535714285714, ACCURACY0.5, PRECISION0.552083333333, RECALL0.546875
Round19, ROCAUC0.554285714286, LOGLOSS0.696585193658, F1 MACRO0.523097826087, F1 POS0.4375, ACCURACY0.538461538462, PRECISION0.527777777778, RECALL0.53
Round20, ROCAUC0.451178451178, LOGLOSS0.70415543458, F1 MACRO0.427442827443, F1 POS0.27027027027, ACCURACY0.470588235294, PRECISION0.428453947368, RECALL0.426767676768
Round21, ROCAUC0.420875420875, LOGLOSS0.712414383888, F1 MACRO0.365452408931, F1 POS0.513513513514, ACCURACY0.4, PRECISION0.394435351882, RECALL0.427609427609
Round22, ROCAUC0.546526054591, LOGLOSS0.699474992459, F1 MACRO0.486842105263, F1 POS0.657894736842, ACCURACY0.543859649123, PRECISION0.678571428571, RECALL0.577543424318
Round23, ROCAUC0.560975609756, LOGLOSS0.689819118806, F1 MACRO0.547803617571, F1 POS0.651162790698, ACCURACY0.571428571429, PRECISION0.551111111111, RECALL0.548359966358
Round24, ROCAUC0.518005540166, LOGLOSS0.691569033422, F1 MACRO0.521008403361, F1 POS0.571428571429, ACCURACY0.526315789474, PRECISION0.527536231884, RECALL0.526315789474
Round25, ROCAUC0.517361111111, LOGLOSS0.69127564616, F1 MACRO0.485455974843, F1 POS0.679245283019, ACCURACY0.558441558442, PRECISION0.513831967213, RECALL0.509375
Round26, ROCAUC0.631578947368, LOGLOSS0.671280335736, F1 MACRO0.540540540541, F1 POS0.540540540541, ACCURACY0.540540540541, PRECISION0.540935672515, RECALL0.540935672515
Round27, ROCAUC0.51186440678, LOGLOSS0.638045585608, F1 MACRO0.452981907527, F1 POS0.162162162162, ACCURACY0.607594936709, PRECISION0.451138519924, RECALL0.456355932203
Round28, ROCAUC0.578125, LOGLOSS0.707871507767, F1 MACRO0.392391304348, F1 POS0.434782608696, ACCURACY0.395348837209, PRECISION0.580357142857, RECALL0.563920454545
Round29, ROCAUC0.548913043478, LOGLOSS0.716426395235, F1 MACRO0.475662042875, F1 POS0.492307692308, ACCURACY0.47619047619, PRECISION0.504210526316, RECALL0.504347826087
Round30, ROCAUC0.521825396825, LOGLOSS0.68439846122, F1 MACRO0.523444160273, F1 POS0.235294117647, ACCURACY0.697674418605, PRECISION0.524242424242, RECALL0.531746031746
Round31, ROCAUC0.477801268499, LOGLOSS0.712699664659, F1 MACRO0.482451545312, F1 POS0.434782608696, ACCURACY0.486842105263, PRECISION0.483333333333, RECALL0.483086680761
Round32, ROCAUC0.399659863946, LOGLOSS0.671117717666, F1 MACRO0.522727272727, F1 POS0.25, ACCURACY0.678571428571, PRECISION0.530434782609, RECALL0.52380952381
Round33, ROCAUC0.456790123457, LOGLOSS0.647903414149, F1 MACRO0.419444444444, F1 POS0.0833333333333, ACCURACY0.614035087719, PRECISION0.496031746032, RECALL0.481481481481
Round34, ROCAUC0.354967948718, LOGLOSS0.682578446435, F1 MACRO0.406944444444, F1 POS0.125, ACCURACY0.540983606557, PRECISION0.421679197995, RECALL0.39983974359
Round35, ROCAUC0.603937728938, LOGLOSS0.651677216977, F1 MACRO0.567824967825, F1 POS0.342857142857, ACCURACY0.684931506849, PRECISION0.587167070218, RECALL0.565934065934
Round36, ROCAUC0.646666666667, LOGLOSS0.685708592717, F1 MACRO0.614814814815, F1 POS0.62962962963, ACCURACY0.615384615385, PRECISION0.619190404798, RECALL0.617777777778
Round37, ROCAUC0.613333333333, LOGLOSS0.609700208444, F1 MACRO0.540094339623, F1 POS0.25, ACCURACY0.723076923077, PRECISION0.559523809524, RECALL0.54
Round38, ROCAUC0.5, LOGLOSS0.693147182465, F1 MACRO0.26213592233, F1 POS0.52427184466, ACCURACY0.355263157895, PRECISION0.177631578947, RECALL0.5
Round39, ROCAUC0.380952380952, LOGLOSS0.734165589552, F1 MACRO0.404597701149, F1 POS0.533333333333, ACCURACY0.432432432432, PRECISION0.403846153846, RECALL0.410714285714
Round40, ROCAUC0.676020408163, LOGLOSS0.659200435418, F1 MACRO0.613095238095, F1 POS0.47619047619, ACCURACY0.661538461538, PRECISION0.615384615385, RECALL0.649234693878
Round41, ROCAUC0.513793103448, LOGLOSS0.678435089653, F1 MACRO0.440418118467, F1 POS0.19512195122, ACCURACY0.547945205479, PRECISION0.459901800327, RECALL0.44367816092
Round42, ROCAUC0.524366471735, LOGLOSS0.692935163241, F1 MACRO0.506641366224, F1 POS0.483870967742, ACCURACY0.507692307692, PRECISION0.514285714286, RECALL0.514619883041
Round43, ROCAUC0.5, LOGLOSS0.701513400132, F1 MACRO0.562828755114, F1 POS0.413793103448, ACCURACY0.613636363636, PRECISION0.633333333333, RECALL0.5875
Round44, ROCAUC0.609126984127, LOGLOSS0.628066965938, F1 MACRO0.468462083629, F1 POS0.117647058824, ACCURACY0.7, PRECISION0.528368794326, RECALL0.507936507937
