Round0, ROCAUC0.656739811912, LOGLOSS0.676525914669, F1 MACRO0.60113960114, F1 POS0.461538461538, ACCURACY0.65, PRECISION0.6, RECALL0.617554858934
Round1, ROCAUC0.40873015873, LOGLOSS0.665817985348, F1 MACRO0.50243902439, F1 POS0.2, ACCURACY0.686274509804, PRECISION0.503409090909, RECALL0.503968253968
Round2, ROCAUC0.372767857143, LOGLOSS0.701397386464, F1 MACRO0.34328358209, F1 POS0.0, ACCURACY0.522727272727, PRECISION0.294871794872, RECALL0.410714285714
Round3, ROCAUC0.452160493827, LOGLOSS0.737747228613, F1 MACRO0.449420231907, F1 POS0.341463414634, ACCURACY0.470588235294, PRECISION0.47972972973, RECALL0.483796296296
Round4, ROCAUC0.218367346939, LOGLOSS0.825063609347, F1 MACRO0.233403805497, F1 POS0.139534883721, ACCURACY0.244897959184, PRECISION0.276724137931, RECALL0.235714285714
Round5, ROCAUC0.593253968254, LOGLOSS0.664514030235, F1 MACRO0.486607142857, F1 POS0.6875, ACCURACY0.565217391304, PRECISION0.486607142857, RECALL0.486607142857
Round6, ROCAUC0.566489361702, LOGLOSS0.696602735736, F1 MACRO0.409477971122, F1 POS0.216216216216, ACCURACY0.472727272727, PRECISION0.492042440318, RECALL0.484042553191
Round7, ROCAUC0.609756097561, LOGLOSS0.554155529179, F1 MACRO0.552380952381, F1 POS0.2, ACCURACY0.829787234043, PRECISION0.566860465116, RECALL0.54674796748
Round8, ROCAUC0.62, LOGLOSS0.609682938788, F1 MACRO0.596273291925, F1 POS0.380952380952, ACCURACY0.711111111111, PRECISION0.593582887701, RECALL0.6
Round9, ROCAUC0.514482758621, LOGLOSS0.706392274963, F1 MACRO0.55, F1 POS0.5, ACCURACY0.555555555556, PRECISION0.551192145863, RECALL0.550344827586
Round10, ROCAUC0.77037037037, LOGLOSS0.547195722659, F1 MACRO0.685483870968, F1 POS0.5, ACCURACY0.794871794872, PRECISION0.707589285714, RECALL0.672222222222
Round11, ROCAUC0.43137254902, LOGLOSS0.662447514442, F1 MACRO0.341772151899, F1 POS0.0, ACCURACY0.519230769231, PRECISION0.482142857143, RECALL0.264705882353
Round12, ROCAUC0.5, LOGLOSS0.693147182465, F1 MACRO0.358974358974, F1 POS0.717948717949, ACCURACY0.56, PRECISION0.28, RECALL0.5
Round13, ROCAUC0.616666666667, LOGLOSS0.702685817164, F1 MACRO0.312280701754, F1 POS0.157894736842, ACCURACY0.34693877551, PRECISION0.510784313725, RECALL0.530555555556
Round14, ROCAUC0.475956284153, LOGLOSS0.647577276355, F1 MACRO0.461782661783, F1 POS0.171428571429, ACCURACY0.618421052632, PRECISION0.467857142857, RECALL0.460655737705
Round15, ROCAUC0.466233766234, LOGLOSS0.689148829644, F1 MACRO0.50521609538, F1 POS0.737704918033, ACCURACY0.614457831325, PRECISION0.523320895522, RECALL0.516233766234
Round16, ROCAUC0.651147098516, LOGLOSS0.706548537527, F1 MACRO0.355959926395, F1 POS0.328358208955, ACCURACY0.357142857143, PRECISION0.539351851852, RECALL0.545883940621
Round17, ROCAUC0.493808049536, LOGLOSS0.699127899026, F1 MACRO0.369047619048, F1 POS0.5, ACCURACY0.396226415094, PRECISION0.490277777778, RECALL0.494582043344
Round18, ROCAUC0.76484375, LOGLOSS0.690460452667, F1 MACRO0.433642597822, F1 POS0.597014925373, ACCURACY0.480769230769, PRECISION0.712765957447, RECALL0.578125
Round19, ROCAUC0.694285714286, LOGLOSS0.677986107576, F1 MACRO0.582887700535, F1 POS0.636363636364, ACCURACY0.589743589744, PRECISION0.733333333333, RECALL0.68
Round20, ROCAUC0.686026936027, LOGLOSS0.691063641333, F1 MACRO0.54961038961, F1 POS0.32, ACCURACY0.666666666667, PRECISION0.626623376623, RECALL0.565656565657
Round21, ROCAUC0.424242424242, LOGLOSS0.69500353833, F1 MACRO0.490950226244, F1 POS0.558823529412, ACCURACY0.5, PRECISION0.521181001284, RECALL0.518518518519
Round22, ROCAUC0.557071960298, LOGLOSS0.730723588613, F1 MACRO0.313253012048, F1 POS0.626506024096, ACCURACY0.456140350877, PRECISION0.228070175439, RECALL0.5
Round23, ROCAUC0.608915054668, LOGLOSS0.679146523135, F1 MACRO0.602272727273, F1 POS0.704545454545, ACCURACY0.628571428571, PRECISION0.612395929695, RECALL0.602186711522
Round24, ROCAUC0.537396121884, LOGLOSS0.703365376121, F1 MACRO0.491190979563, F1 POS0.558139534884, ACCURACY0.5, PRECISION0.5, RECALL0.5
